Eid,Python,Machine Learning,Deep Learning,Data Analysis,Asp.Net,Ado.Net,VB.Net,C#,Java,Spring Boot,Hibernate,NLP,CV,JS,React,Node,Angular,Dart,Flutter,Vb.Net,Ename,Experience,Total_projects,Rating,Area_of_Interest_1,Area_of_Interest_2,Area_of_Interest_3,Language1,Language2,Language3,AI_project_count,ML_project_count,JS_project_count,Java_project_count,DotNet_project_count,Mobile_project_count
568,3,3,3,3,1,1,0,1,4,4,4,1,1,2,2,2,2,1,1,1,Anthony Ludlow,16,16,1.0,Java,ML,JS,English,Kannada,Chinese,5,3,2,3,2,1
569,3,3,3,3,1,1,0,1,1,1,1,2,2,4,4,4,4,1,1,1,Robert Clark,18,22,1.2222222222222223,JS,ML,AI,English,Kannada,Chinese,9,2,2,2,5,2
570,3,3,3,3,1,1,0,1,1,1,1,1,1,2,2,2,2,1,1,1,Larry Harris,15,15,1.0,Java,ML,JS,English,Hindi,Malayalam,4,2,2,0,4,3
571,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,Derrick Carter,4,7,1.75,Java,AI,DotNet,English,Hindi,Malayalam,0,3,0,0,0,4
572,1,1,1,1,1,1,0,1,1,1,1,3,3,1,1,1,1,0,0,1,Betsy Jackson,3,3,1.0,DotNet,AI,ML,English,Kannada,Telugu,1,0,1,1,0,0
573,4,4,4,4,1,1,0,1,1,1,1,2,2,1,1,1,1,0,0,1,Minnie Rubin,12,9,0.75,ML,Java,AI,English,Chinese,Tamil,2,3,2,0,2,0
574,1,1,1,1,3,3,0,3,2,2,2,1,1,1,1,1,1,4,4,3,Elsa Gilliland,18,26,1.4444444444444444,Mobile,DotNet,Java,English,Japenese,Tamil,4,5,3,4,2,8
575,3,3,3,3,1,1,0,1,2,2,2,4,4,1,1,1,1,1,1,1,Darrell Desjardins,22,28,1.2727272727272727,AI,ML,Java,English,Chinese,Hindi,8,5,5,1,8,1
576,2,2,2,2,3,3,0,3,1,1,1,1,1,4,4,4,4,1,1,3,Anita Pearsall,17,17,1.0,JS,DotNet,ML,English,Tamil,Hindi,2,4,3,3,2,3
577,1,0,0,0,1,1,0,1,1,0,0,2,2,1,1,1,1,1,1,1,Sharon Scerbo,3,6,2.0,DotNet,JS,AI,English,Telugu,Japenese,5,0,0,0,0,1
578,3,3,3,3,1,1,0,1,1,1,1,4,4,2,2,2,2,1,1,1,Brooke Rounds,18,23,1.2777777777777777,AI,ML,JS,English,Hindi,Japenese,2,3,5,6,2,5
579,3,3,3,3,1,1,0,1,1,1,1,4,4,1,0,0,0,2,2,1,Allen Peterson,5,7,1.4,AI,ML,Mobile,English,Kannada,Hindi,1,2,0,1,1,2
580,1,1,1,1,1,1,0,1,2,2,2,1,1,1,1,1,1,1,1,1,Norman Jones,14,10,0.7142857142857143,JS,ML,Java,English,Malayalam,Telugu,3,0,0,3,3,1
581,3,3,3,3,1,1,0,1,1,1,1,1,1,4,4,4,4,2,2,1,Margaret Miller,24,24,1.0,JS,ML,Mobile,English,Malayalam,Telugu,2,4,5,4,4,5
582,3,3,3,3,0,0,0,1,1,1,1,1,1,2,2,2,2,1,1,0,David Lowry,6,5,0.8333333333333334,Java,ML,JS,English,Kannada,Telugu,1,2,1,0,0,1
583,2,2,2,2,1,1,0,1,1,1,1,4,4,3,3,3,3,1,1,1,Ray Scarnati,24,20,0.8333333333333334,AI,JS,ML,English,Telugu,Malayalam,1,2,4,7,4,2
584,2,2,2,2,1,1,0,1,1,1,1,1,1,3,3,3,3,1,1,1,Maria Blevins,8,6,0.75,Java,JS,ML,English,Chinese,Japenese,2,1,1,0,1,1
585,1,0,0,0,2,2,0,2,3,3,3,1,1,4,4,4,4,1,1,2,Jenny Baxter,13,12,0.9230769230769232,JS,Java,DotNet,English,Chinese,Kannada,3,0,3,1,4,1
586,2,2,2,2,1,1,0,1,1,1,1,4,4,3,3,3,3,1,1,1,Sarah Marshall,23,16,0.6956521739130435,AI,JS,ML,English,Japenese,Telugu,4,5,1,3,1,2
587,1,1,1,1,1,1,0,1,4,4,4,3,3,1,1,1,1,1,1,1,William Britt,7,10,1.4285714285714286,Java,AI,JS,English,Chinese,Kannada,3,2,0,1,3,1
588,2,2,2,2,1,1,0,1,3,3,3,1,1,1,1,1,1,4,4,1,Dale Hardy,21,21,1.0,Mobile,Java,ML,English,Japenese,Kannada,3,4,4,4,2,4
589,3,3,3,3,1,1,0,1,4,4,4,1,1,1,1,1,1,2,2,1,Mark Tacadina,24,20,0.8333333333333334,Java,ML,Mobile,English,Tamil,Hindi,2,6,4,2,2,4
590,1,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,1,1,0,Renee Jackson,2,2,1.0,Java,JS,Mobile,English,Japenese,Hindi,1,0,1,0,0,0
591,2,2,2,2,3,3,0,3,4,4,4,1,1,1,1,1,1,1,1,3,Jessica Mitchell,6,19,3.1666666666666665,Java,DotNet,ML,English,Hindi,Chinese,7,4,1,4,2,1
592,2,2,2,2,1,1,0,1,3,3,3,4,4,1,1,1,1,1,1,1,Violet Vincent,22,19,0.8636363636363636,AI,Java,ML,English,Japenese,Tamil,2,3,2,5,5,2
593,4,4,4,4,1,1,0,1,3,3,3,1,1,1,0,0,0,2,2,1,Dorene Moore,12,17,1.4166666666666667,ML,Java,Mobile,English,Japenese,Tamil,4,6,0,1,2,4
594,1,1,1,1,4,4,0,4,1,1,1,1,1,2,2,2,2,3,3,4,Elliot Parenteau,17,29,1.7058823529411764,DotNet,Mobile,JS,English,Malayalam,Kannada,7,3,5,5,4,5
595,3,3,3,3,1,1,0,1,1,1,1,1,1,1,0,0,0,4,4,1,Mario Crafton,4,7,1.75,Mobile,ML,AI,English,Malayalam,Japenese,0,4,0,1,1,1
596,4,4,4,4,1,1,0,1,2,2,2,3,3,1,1,1,1,1,1,1,Henry Williams,18,25,1.3888888888888888,ML,AI,Java,English,Malayalam,Kannada,4,7,3,5,4,2
597,1,1,1,1,1,1,0,1,1,0,0,4,4,1,1,1,1,2,2,1,Ruby Peters,5,8,1.6,AI,JS,Mobile,English,Kannada,Chinese,1,4,0,0,2,1
598,3,3,3,3,1,1,0,1,2,2,2,1,1,4,4,4,4,1,1,1,Eunice Mullen,19,23,1.2105263157894737,JS,ML,Java,English,Malayalam,Telugu,2,2,7,3,5,4
599,1,1,1,1,4,4,0,4,2,2,2,1,1,3,3,3,3,1,1,4,Betty Wood,20,26,1.3,DotNet,JS,Java,English,Malayalam,Telugu,6,5,5,4,2,4
600,1,1,1,1,1,1,0,1,4,4,4,1,1,2,2,2,2,1,1,1,Michael Everson,15,13,0.8666666666666667,Java,AI,JS,English,Hindi,Tamil,0,5,3,2,1,2
601,1,1,1,1,1,1,0,1,1,1,1,1,1,3,3,3,3,0,0,1,Jamal Kelley,3,5,1.6666666666666667,Java,JS,ML,English,Telugu,Japenese,1,0,2,0,2,0
602,1,1,1,1,0,0,0,1,1,1,1,3,3,1,1,1,1,1,1,0,Joe Ponce,4,7,1.75,JS,AI,Mobile,English,Japenese,Chinese,3,2,0,2,0,0
603,1,1,1,1,1,1,0,1,4,4,4,1,1,2,2,2,2,3,3,1,Kevin Gonzales,21,23,1.0952380952380951,Java,Mobile,JS,English,Malayalam,Hindi,3,3,7,2,4,4
604,1,1,1,1,0,0,0,1,2,2,2,1,1,1,1,1,1,4,4,0,Rolando Jones,7,6,0.8571428571428571,Mobile,AI,Java,English,Chinese,Telugu,0,2,2,1,0,1
605,3,3,3,3,1,1,0,1,1,1,1,2,2,4,4,4,4,1,1,1,Dana Stout,22,20,0.9090909090909092,JS,ML,AI,English,Japenese,Hindi,3,4,4,4,4,1
606,1,1,1,1,4,4,0,4,1,0,0,3,3,1,1,1,1,2,2,4,Jessica Clark,6,13,2.1666666666666665,DotNet,AI,Mobile,English,Chinese,Malayalam,3,5,3,0,1,1
607,1,1,1,1,4,4,0,4,1,1,1,1,1,1,1,1,1,3,3,4,Manuel Jamison,10,12,1.2,DotNet,Mobile,Java,English,Japenese,Tamil,2,4,2,0,3,1
608,1,1,1,1,1,1,0,1,2,2,2,1,1,4,4,4,4,3,3,1,Annette Watson,19,26,1.368421052631579,JS,Mobile,Java,English,Chinese,Kannada,1,6,4,6,4,5
609,2,2,2,2,0,0,0,1,1,1,1,1,1,3,3,3,3,1,1,0,John Boisen,10,6,0.6,Mobile,JS,ML,English,Chinese,Japenese,1,2,2,1,0,0
610,4,4,4,4,0,0,0,1,1,0,0,3,3,1,1,1,1,0,0,0,Indira Broaddus,4,3,0.75,ML,AI,JS,English,Telugu,Chinese,2,1,0,0,0,0
611,1,1,1,1,0,0,0,1,1,1,1,3,3,1,1,1,1,0,0,0,Waldo Sanchez,4,6,1.5,Java,AI,ML,English,Kannada,Tamil,5,0,1,0,0,0
612,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,3,1,Stephanie Rosenzweig,8,11,1.375,Java,Mobile,AI,English,Chinese,Tamil,0,2,3,0,3,3
613,2,2,2,2,1,1,0,1,4,4,4,1,1,1,1,1,1,3,3,1,Marie Mitchell,22,24,1.0909090909090908,Java,Mobile,ML,English,Tamil,Malayalam,6,1,2,5,4,6
614,1,1,1,1,2,2,0,2,1,1,1,1,1,4,4,4,4,3,3,2,Shawn Shackelford,22,23,1.0454545454545454,JS,Mobile,DotNet,English,Kannada,Tamil,4,4,3,1,7,4
615,2,2,2,2,4,4,0,4,1,1,1,3,3,1,1,1,1,1,1,4,Karen Sumler,17,25,1.4705882352941178,DotNet,AI,ML,English,Tamil,Malayalam,6,9,4,1,3,2
616,1,1,1,1,1,1,0,1,1,1,1,4,4,2,2,2,2,3,3,1,William Jeter,8,16,2.0,AI,Mobile,JS,English,Hindi,Tamil,2,3,2,2,4,3
617,1,1,1,1,3,3,0,3,2,2,2,4,4,1,1,1,1,1,1,3,Sylvia Eubanks,16,22,1.375,AI,DotNet,Java,English,Telugu,Kannada,4,1,2,4,7,4
618,3,3,3,3,2,2,0,2,1,1,1,1,1,4,4,4,4,1,1,2,Gregory Nichols,22,28,1.2727272727272727,JS,ML,DotNet,English,Japenese,Tamil,6,4,2,8,5,3
619,4,4,4,4,2,2,0,2,1,1,1,1,1,1,0,0,0,1,1,2,Kathy Cook,4,7,1.75,ML,Java,DotNet,English,Tamil,Japenese,3,1,0,0,1,2
620,1,1,1,1,1,1,0,1,2,2,2,4,4,1,1,1,1,1,1,1,Alexander Graham,24,16,0.6666666666666666,AI,Mobile,Java,English,Chinese,Malayalam,4,4,3,2,3,0
621,3,3,3,3,2,2,0,2,4,4,4,1,1,1,1,1,1,1,1,2,Bennie Coffey,24,25,1.0416666666666667,Java,ML,DotNet,English,Hindi,Japenese,5,5,6,2,4,3
622,1,1,1,1,4,4,0,4,1,1,1,2,2,1,1,1,1,3,3,4,Allison Patten,11,10,0.9090909090909092,DotNet,Mobile,AI,English,Telugu,Malayalam,3,1,1,3,1,1
623,3,3,3,3,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,James Cacy,5,2,0.4,JS,ML,Java,English,Kannada,Japenese,1,1,0,0,0,0
624,1,1,1,1,1,1,0,1,1,1,1,4,4,1,1,1,1,1,1,1,Terrell Timme,15,8,0.5333333333333333,AI,Java,ML,English,Japenese,Telugu,2,0,2,0,3,1
625,1,1,1,1,1,1,0,1,1,1,1,4,4,2,2,2,2,3,3,1,Ronald Milar,14,19,1.3571428571428572,AI,Mobile,JS,English,Telugu,Tamil,5,3,5,1,3,2
626,4,4,4,4,1,1,0,1,2,2,2,1,1,3,3,3,3,1,1,1,Craig Girouard,11,15,1.3636363636363635,ML,JS,Java,English,Kannada,Tamil,1,3,2,5,1,3
627,3,3,3,3,4,4,0,4,1,1,1,1,1,1,1,1,1,2,2,4,Shelby Hillery,17,29,1.7058823529411764,DotNet,ML,Mobile,English,Japenese,Telugu,8,3,6,3,1,8
628,1,0,0,0,3,3,0,3,1,1,1,4,4,2,2,2,2,1,1,3,Patrick Biddle,10,16,1.6,AI,DotNet,JS,English,Telugu,Tamil,3,0,2,5,3,3
629,1,1,1,1,0,0,0,1,4,4,4,3,3,2,2,2,2,1,1,0,Michael Young,18,15,0.8333333333333334,Java,AI,JS,English,Tamil,Telugu,1,3,5,3,0,3
630,1,1,1,1,2,2,0,2,1,1,1,1,1,4,4,4,4,3,3,2,Elizabeth Morreale,19,21,1.105263157894737,JS,Mobile,DotNet,English,Tamil,Kannada,6,1,4,4,4,2
631,1,0,0,0,1,1,0,1,2,2,2,1,1,1,1,1,1,4,4,1,David Abraham,12,9,0.75,Mobile,AI,Java,English,Hindi,Japenese,0,0,4,3,1,1
632,1,1,1,1,0,0,0,1,1,1,1,2,2,4,4,4,4,0,0,0,Diana Burchett,5,7,1.4,JS,Java,AI,English,Kannada,Tamil,3,3,1,0,0,0
633,1,1,1,1,3,3,0,3,1,1,1,4,4,2,2,2,2,1,1,3,Courtney Bergeron,21,15,0.7142857142857143,AI,DotNet,JS,English,Malayalam,Hindi,2,5,1,3,2,2
634,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,2,2,3,3,1,Clifford Boyd,2,9,4.5,DotNet,Mobile,JS,English,Hindi,Tamil,2,2,2,1,0,2
635,1,1,1,1,4,4,0,4,1,1,1,1,1,2,2,2,2,3,3,4,Deann Jefferies,17,26,1.5294117647058822,DotNet,Mobile,JS,English,Telugu,Kannada,5,3,7,3,6,2
636,2,2,2,2,1,1,0,1,4,4,4,3,3,1,0,0,0,1,1,1,Julius Latus,16,15,0.9375,Java,AI,ML,English,Malayalam,Telugu,1,3,0,2,5,4
637,4,4,4,4,1,1,0,1,3,3,3,2,2,1,1,1,1,1,1,1,Sandra Cottingham,15,15,1.0,ML,Java,AI,English,Chinese,Malayalam,5,4,1,1,2,2
638,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,0,John Bennett,12,10,0.8333333333333334,ML,Mobile,Java,English,Tamil,Hindi,4,0,4,0,0,2
639,1,1,1,1,1,1,0,1,2,2,2,1,1,4,4,4,4,3,3,1,Amanda Marble,23,17,0.7391304347826086,JS,Mobile,Java,English,Kannada,Tamil,3,3,4,3,1,3
640,1,1,1,1,2,2,0,2,1,1,1,3,3,4,4,4,4,0,0,2,Donald Carrier,7,15,2.142857142857143,JS,AI,DotNet,English,Kannada,Hindi,1,4,3,3,4,0
641,2,2,2,2,1,1,0,1,4,4,4,1,1,1,1,1,1,3,3,1,Lillian Walker,24,16,0.6666666666666666,Java,Mobile,ML,English,Japenese,Kannada,3,3,2,2,2,4
642,1,1,1,1,3,3,0,3,1,1,1,2,2,4,4,4,4,1,1,3,Charles Hilde,19,26,1.368421052631579,JS,DotNet,AI,English,Malayalam,Tamil,5,8,5,1,3,4
643,1,0,0,0,3,3,0,3,1,1,1,2,2,4,4,4,4,1,1,3,Jeffrey Siddoway,6,15,2.5,JS,DotNet,AI,English,Tamil,Kannada,5,0,4,3,2,1
644,1,1,1,1,1,1,0,1,2,2,2,3,3,4,4,4,4,1,1,1,James Keys,8,15,1.875,JS,AI,Java,English,Kannada,Tamil,1,3,2,5,2,2
645,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Sarah Cacioppo,2,4,2.0,AI,ML,Mobile,English,Tamil,Telugu,0,0,2,1,1,0
646,1,1,1,1,1,1,0,1,2,2,2,4,4,3,3,3,3,1,1,1,Evelyn Wallick,9,14,1.5555555555555556,AI,JS,Java,English,Tamil,Malayalam,2,1,2,1,3,5
647,4,4,4,4,2,2,0,2,3,3,3,1,1,1,1,1,1,0,0,2,Kyle Knott,6,14,2.333333333333333,ML,Java,DotNet,English,Telugu,Kannada,5,2,3,1,3,0
648,2,2,2,2,4,4,0,4,1,1,1,3,3,1,1,1,1,1,1,4,Dorothy Rodriguez,19,27,1.4210526315789471,DotNet,AI,ML,English,Chinese,Telugu,4,6,6,4,3,4
649,3,3,3,3,1,1,0,1,2,2,2,4,4,1,1,1,1,1,1,1,Charles Johnson,23,19,0.8260869565217391,AI,ML,Java,English,Kannada,Telugu,3,3,2,1,5,5
650,1,1,1,1,2,2,0,2,4,4,4,1,1,1,1,1,1,1,1,2,Jeff Porter,6,7,1.1666666666666667,Java,JS,DotNet,English,Chinese,Hindi,2,2,0,1,1,1
651,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,4,4,1,Marshall Russell,10,16,1.6,Mobile,DotNet,ML,English,Japenese,Telugu,3,5,3,3,0,2
652,1,1,1,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,1,Mary Mcclain,5,5,1.0,Mobile,DotNet,AI,English,Telugu,Hindi,1,1,2,1,0,0
653,4,4,4,4,1,1,0,1,1,1,1,2,2,3,3,3,3,1,1,1,Christopher Shultz,15,19,1.2666666666666666,ML,JS,AI,English,Kannada,Japenese,4,4,2,4,3,2
654,1,1,1,1,2,2,0,2,1,1,1,3,3,1,1,1,1,4,4,2,James White,7,11,1.5714285714285714,Mobile,AI,DotNet,English,Chinese,Malayalam,1,1,1,1,3,4
655,1,1,1,1,1,1,0,1,4,4,4,1,1,1,1,1,1,3,3,1,Jason Salas,2,7,3.5,Java,Mobile,JS,English,Telugu,Hindi,1,1,0,2,2,1
656,4,4,4,4,3,3,0,3,2,2,2,1,1,1,1,1,1,1,1,3,Marjorie George,7,14,2.0,ML,DotNet,Java,English,Hindi,Kannada,2,1,3,1,4,3
657,3,3,3,3,1,1,0,1,2,2,2,1,1,4,4,4,4,1,1,1,Bryan Staples,23,21,0.9130434782608696,JS,ML,Java,English,Hindi,Tamil,1,1,7,5,6,1
658,2,2,2,2,1,1,0,1,3,3,3,1,1,4,4,4,4,1,1,1,Rose Kirkland,22,25,1.1363636363636365,JS,Java,ML,English,Chinese,Tamil,4,2,5,4,5,5
659,2,2,2,2,1,1,0,1,3,3,3,1,1,4,4,4,4,1,1,1,Jack Magana,19,22,1.1578947368421053,JS,Java,ML,English,Japenese,Kannada,4,3,6,3,2,4
660,3,3,3,3,1,1,0,1,1,1,1,1,1,2,2,2,2,4,4,1,Tony Webb,16,19,1.1875,Mobile,ML,JS,English,Malayalam,Tamil,5,2,2,3,5,2
661,1,0,0,0,4,4,0,4,3,3,3,0,0,1,1,1,1,1,1,4,Jesus Cameron,3,4,1.3333333333333333,DotNet,Java,Mobile,English,Telugu,Malayalam,0,0,1,1,2,0
662,2,2,2,2,1,1,0,1,1,1,1,3,3,1,1,1,1,1,1,1,Carlos Verdin,21,16,0.7619047619047619,Mobile,AI,ML,English,Kannada,Malayalam,3,3,4,3,3,0
663,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,4,4,0,Joseph Frey,7,6,0.8571428571428571,Mobile,Java,AI,English,Japenese,Telugu,0,2,2,0,0,2
664,1,1,1,1,3,3,0,3,1,1,1,1,1,4,4,4,4,2,2,3,Robert Lieberman,8,15,1.875,JS,DotNet,Mobile,English,Chinese,Malayalam,2,5,1,5,1,1
665,1,0,0,0,1,1,0,1,3,3,3,2,2,1,1,1,1,0,0,1,Doris Alverez,12,5,0.4166666666666667,JS,Java,AI,English,Telugu,Japenese,3,0,0,1,1,0
666,2,2,2,2,1,1,0,1,1,0,0,1,1,3,3,3,3,4,4,1,Lynne Yanez,24,16,0.6666666666666666,Mobile,JS,ML,English,Hindi,Tamil,3,2,6,0,1,4
667,1,1,1,1,1,1,0,1,1,1,1,2,2,4,4,4,4,1,1,1,Gina Auten,11,15,1.3636363636363635,JS,Mobile,AI,English,Malayalam,Japenese,3,5,3,3,1,0
668,4,4,4,4,1,1,0,1,1,1,1,2,2,1,1,1,1,3,3,1,Charlie Smith,10,17,1.7,ML,Mobile,AI,English,Telugu,Hindi,2,3,5,2,3,2
669,1,1,1,1,3,3,0,3,4,4,4,2,2,1,1,1,1,1,1,3,Charles Reid,18,23,1.2777777777777777,Java,DotNet,AI,English,Hindi,Japenese,5,1,3,5,4,5
670,2,2,2,2,1,1,0,1,1,1,1,4,4,1,1,1,1,3,3,1,Milton Quigley,6,17,2.833333333333333,AI,Mobile,ML,English,Japenese,Tamil,2,3,1,3,3,5
671,1,1,1,1,3,3,0,3,2,2,2,0,0,4,4,4,4,1,1,3,Deann Schmidt,12,13,1.0833333333333333,JS,DotNet,Java,English,Malayalam,Telugu,0,3,6,1,1,2
672,1,1,1,1,0,0,0,1,3,3,3,2,2,4,4,4,4,1,1,0,Lucy Machen,14,15,1.0714285714285714,JS,Java,AI,English,Malayalam,Japenese,2,4,6,2,0,1
673,1,1,1,1,2,2,0,2,3,3,3,1,1,4,4,4,4,1,1,2,Joe Harris,7,15,2.142857142857143,JS,Java,DotNet,English,Malayalam,Japenese,2,2,3,5,1,2
674,1,1,1,1,2,2,0,2,1,1,1,1,1,3,3,3,3,4,4,2,Staci Beach,12,11,0.9166666666666666,Mobile,JS,DotNet,English,Hindi,Tamil,1,3,1,1,3,2
675,1,1,1,1,0,0,0,1,2,2,2,4,4,1,1,1,1,0,0,0,Helen Johnson,4,4,1.0,AI,ML,Java,English,Tamil,Chinese,1,0,2,1,0,0
676,1,1,1,1,0,0,0,1,2,2,2,1,1,3,3,3,3,4,4,0,William Wojenski,6,6,1.0,Mobile,JS,Java,English,Telugu,Kannada,1,1,2,1,0,1
677,1,1,1,1,4,4,0,4,1,1,1,3,3,2,2,2,2,1,1,4,Elizabeth Caldwell,22,23,1.0454545454545454,DotNet,AI,JS,English,Japenese,Chinese,4,4,2,5,5,3
678,4,4,4,4,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,1,Kathleen Yazzie,3,8,2.6666666666666665,ML,Java,Mobile,English,Tamil,Kannada,1,1,2,0,2,2
679,3,3,3,3,1,1,0,1,1,1,1,1,1,4,4,4,4,1,1,1,David Whitaker,6,14,2.333333333333333,JS,ML,Java,English,Tamil,Malayalam,5,1,2,0,3,3
680,1,1,1,1,4,4,0,4,2,2,2,1,1,1,1,1,1,1,1,4,Robert Simon,7,12,1.7142857142857142,DotNet,Mobile,Java,English,Hindi,Kannada,6,1,1,1,3,0
681,1,0,0,0,1,1,0,1,4,4,4,1,1,3,3,3,3,2,2,1,Eric Smith,11,14,1.2727272727272727,Java,JS,Mobile,English,Kannada,Japenese,4,0,4,1,4,1
682,1,1,1,1,1,1,0,1,3,3,3,1,1,4,4,4,4,1,1,1,Peter Ozuna,12,12,1.0,JS,Java,DotNet,English,Kannada,Malayalam,2,5,2,1,0,2
683,1,1,1,1,1,1,0,1,1,1,1,3,3,4,4,4,4,2,2,1,Stephen Ross,12,13,1.0833333333333333,JS,AI,Mobile,English,Kannada,Tamil,3,6,1,1,1,1
684,4,4,4,4,0,0,0,1,3,3,3,2,2,1,1,1,1,0,0,0,Ronald Brown,13,8,0.6153846153846154,ML,Java,AI,English,Kannada,Chinese,2,2,3,1,0,0
685,1,1,1,1,3,3,0,3,4,4,4,2,2,1,1,1,1,1,1,3,Alberta Fanter,20,17,0.85,Java,DotNet,AI,English,Tamil,Telugu,1,1,4,4,4,3
686,1,1,1,1,0,0,0,1,1,0,0,1,1,3,3,3,3,1,1,0,Jennifer Robinson,4,4,1.0,AI,JS,Mobile,English,Tamil,Chinese,0,2,2,0,0,0
687,1,1,1,1,1,1,0,1,2,2,2,1,1,4,4,4,4,1,1,1,Andrew Lehman,14,11,0.7857142857142857,JS,DotNet,Java,English,Telugu,Hindi,2,1,2,3,0,3
688,1,1,1,1,0,0,0,1,3,3,3,1,1,1,0,0,0,1,1,0,James Medlock,2,3,1.5,Mobile,Java,ML,English,Malayalam,Japenese,1,0,0,2,0,0
689,3,3,3,3,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,Brittany Thompkins,5,3,0.6,DotNet,ML,JS,English,Hindi,Tamil,0,1,0,2,0,0
690,2,2,2,2,1,1,0,1,4,4,4,3,3,1,1,1,1,1,1,1,Brian Best,23,22,0.9565217391304348,Java,AI,ML,English,Telugu,Chinese,4,6,4,1,4,3
691,1,0,0,0,0,0,0,1,1,1,1,3,3,1,1,1,1,2,2,0,Ricky Lee,10,6,0.6,JS,AI,Mobile,English,Japenese,Malayalam,1,0,0,3,0,2
692,3,3,3,3,1,1,0,1,1,0,0,1,1,2,2,2,2,4,4,1,Lillian Masom,15,8,0.5333333333333333,Mobile,ML,JS,English,Hindi,Kannada,2,3,1,0,1,1
693,1,1,1,1,1,1,0,1,1,1,1,4,4,2,2,2,2,3,3,1,Margaret Mettler,20,27,1.35,AI,Mobile,JS,English,Kannada,Malayalam,2,6,7,5,4,3
694,4,4,4,4,1,1,0,1,1,1,1,3,3,2,2,2,2,1,1,1,Shane Jones,7,15,2.142857142857143,ML,AI,JS,English,Kannada,Chinese,3,3,1,5,1,2
695,4,4,4,4,1,1,0,1,3,3,3,1,1,2,2,2,2,1,1,1,Michael Anderman,10,14,1.4,ML,Java,JS,English,Hindi,Japenese,4,4,1,2,2,1
696,2,2,2,2,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,Brandon Wallace,4,3,0.75,DotNet,JS,ML,English,Japenese,Tamil,1,2,0,0,0,0
697,1,1,1,1,2,2,0,2,3,3,3,1,1,1,1,1,1,4,4,2,Elizabeth Yeend,17,18,1.0588235294117647,Mobile,Java,DotNet,English,Tamil,Telugu,5,1,2,2,5,3
698,2,2,2,2,3,3,0,3,1,1,1,4,4,1,1,1,1,1,1,3,Katelyn Pearson,21,25,1.1904761904761905,AI,DotNet,ML,English,Kannada,Hindi,4,1,7,4,4,5
699,1,1,1,1,1,1,0,1,3,3,3,1,1,2,2,2,2,4,4,1,Viola Montoya,8,16,2.0,Mobile,Java,JS,English,Telugu,Hindi,1,1,6,4,2,2
700,1,1,1,1,1,1,0,1,3,3,3,2,2,4,4,4,4,1,1,1,Dana Amin,23,28,1.2173913043478262,JS,Java,AI,English,Hindi,Kannada,3,5,5,5,8,2
701,4,4,4,4,3,3,0,3,1,1,1,2,2,1,1,1,1,1,1,3,Martha Robinson,22,19,0.8636363636363636,ML,DotNet,AI,English,Japenese,Hindi,5,3,2,5,3,1
702,1,1,1,1,0,0,0,1,4,4,4,1,1,2,2,2,2,1,1,0,Rita Miller,11,9,0.8181818181818182,Java,ML,JS,English,Tamil,Telugu,2,0,3,3,0,1
703,1,1,1,1,1,1,0,1,3,3,3,1,1,4,4,4,4,2,2,1,Linda Crawford,21,23,1.0952380952380951,JS,Java,Mobile,English,Chinese,Malayalam,1,5,2,6,5,4
704,4,4,4,4,1,1,0,1,2,2,2,3,3,1,1,1,1,1,1,1,Jonathan Cochran,16,16,1.0,ML,AI,Java,English,Tamil,Chinese,3,6,1,3,1,2
705,4,4,4,4,1,1,0,1,3,3,3,2,2,1,1,1,1,1,1,1,Mark Odell,14,9,0.6428571428571429,ML,Java,AI,English,Hindi,Kannada,1,1,3,1,2,1
706,1,1,1,1,2,2,0,2,1,1,1,3,3,4,4,4,4,1,1,2,Catherine Ellis,24,27,1.125,JS,AI,DotNet,English,Japenese,Chinese,4,4,3,10,4,2
707,1,1,1,1,3,3,0,3,1,1,1,4,4,2,2,2,2,1,1,3,Christopher Stuckey,24,22,0.9166666666666666,AI,DotNet,JS,English,Japenese,Tamil,5,3,2,3,5,4
708,1,1,1,1,2,2,0,2,1,1,1,3,3,1,1,1,1,4,4,2,Pedro Mcginnis,7,12,1.7142857142857142,Mobile,AI,DotNet,English,Hindi,Japenese,2,2,4,1,2,1
709,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,Royce Bowers,8,6,0.75,DotNet,Java,Mobile,English,Chinese,Telugu,4,2,0,0,0,0
710,3,3,3,3,1,1,0,1,4,4,4,2,2,1,1,1,1,1,1,1,Brendon Irvine,15,10,0.6666666666666666,Java,ML,AI,English,Malayalam,Telugu,1,2,1,2,2,2
